,Data,Algorithm,N_cluster,min_pts,DCSI,Balance,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB
0,adult2,GroundTruth,2,11.0,6.7354248360223666e-06,0.5150765485892573,1.0,1.0,0.0,None,0.01896906559139281,0.02182900706749843
1,adult2,GroundTruth_DB,2,11.0,6.7354248360223666e-06,0.5150765485892573,1.0,1.0,0.0,None,0.01896906559139281,0.02182900706749843
2,adult2,FairDEN,2,,0.08795729436261983,0.8343146893959801,0.05313377172778677,0.0161011923510631,0.0005,None,0.011123770299490987,0.0223876438249851
3,adult2,FairSC_normalized,2,,4.306727660807714e-05,0.31875,0.16362989930510816,0.09514884434470504,0.0,None,0.005661726172917353,0.009734572166878187
4,adult2,FairSC,2,,0.00012515544899956092,0.33625,-0.029217447762982608,0.08588836670012884,0.0,None,-0.004552082704307917,0.005392060042502173
5,adult2,FairDEN,3,,0.13453476798099043,0.6575688802454597,0.037469210769489454,0.016028994557346875,0.0005,None,0.01196365139624842,0.028609725893551503
6,adult2,FairSC_normalized,3,,0.04504896188130315,0.1895,0.07861030527356286,0.0759903499449508,0.0,None,0.006044226245356215,0.011521350585925032
7,adult2,FairSC,3,,0.05672433467868328,0.18083333333333332,0.05648725135473715,0.08561770939035941,0.0,None,0.0019292342366479507,0.00580165724885484
8,adult2,FairDEN,4,,0.13523958009813133,0.43718062281826603,0.05113935069534842,0.021967592504783126,0.0035,None,0.010742710300436636,0.04388452119956972
9,adult2,FairSC_normalized,4,,0.11436437351019821,0.13375,0.053018197572221155,0.0686798782081527,0.0,None,0.004718220822541872,0.010493492860487137
10,adult2,FairSC,4,,0.11228509945752255,0.119375,0.013956965349500694,0.05141590857308233,0.0,None,-0.003285901861756523,0.004406180212146932
11,adult2,FairDEN,5,,0.11683530706330068,0.49596351310998016,0.03439433798509069,0.02097367379928745,0.0035,None,0.006262393075609001,0.03440160301666403
12,adult2,FairSC_normalized,5,,0.095946982174399,0.0684,0.030703253947252828,0.06393242702539882,0.0,None,0.0009327394841854314,0.008357402062111784
13,adult2,FairSC,5,,0.23090163414058443,0.09169999999999999,0.006036626384332632,0.04948655667050043,0.0,None,-0.0033640266605200796,0.00436000505418678
14,adult2,FairDEN,6,,0.1763997780078078,0.4102280362354163,0.016416032270079456,0.019938286692352487,0.0035,None,0.004563460120938568,0.03033305524509478
15,adult2,FairSC_normalized,6,,0.25188073451779747,0.061,0.008206181492607182,0.043614653456314025,0.0,None,-0.0026575855263750938,0.004956762491901393
16,adult2,FairSC,6,,0.15822031805502912,0.058916666666666666,0.001759373132626907,0.03869863481642818,0.0,None,-0.002564483309188674,0.005005267571168564
17,adult2,FairDEN,7,,0.1558278389494106,0.3999231442693008,0.016183630080107606,0.017432057055351263,0.0035,None,0.003977242395672833,0.0280447181788352
18,adult2,FairSC_normalized,7,,0.19905171259350488,0.029714285714285717,0.005418502088938971,0.04004920434399128,0.0,None,-0.0008627031207207531,0.006686068830336656
19,adult2,FairSC,7,,0.16018429148208604,0.05485714285714286,0.005054131755785523,0.051180343710575726,0.0,None,-0.00014025891604799404,0.006747491907020543
20,adult2,FairDEN,8,,0.16028121217253136,0.3523013556460136,0.01587116006296043,0.015461762179666562,0.0035,None,0.0032182070533707534,0.025922765294973907
21,adult2,FairSC_normalized,8,,0.279140653359721,0.024062499999999997,0.004645928840620861,0.0378681709386749,0.0,None,-0.000900832206503459,0.006589114304006801
22,adult2,FairSC,8,,0.2275066547314457,0.042249999999999996,0.005304813233809835,0.04249799057564927,0.0,None,-0.0027412800116474755,0.004714470461503118
23,adult2,FairDEN,9,,0.18222260605359103,0.3555854858633437,0.01681672029837971,0.01676613770637334,0.0035,None,0.0032858348681763325,0.0262459437965174
24,adult2,FairSC_normalized,9,,0.3417203090451912,0.02288888888888889,0.0011410947869582788,0.040307079673925605,0.0,None,-0.0012451221090310218,0.006119785291985952
25,adult2,FairSC,9,,0.2512766387421667,0.035444444444444445,0.021967710329491245,0.058480270548501107,0.0,None,0.0005457900171204925,0.007683270934662608
26,adult2,FairDEN,10,,0.18604443635471526,0.350027513852402,0.013622099460837584,0.01623569612983119,0.0035,None,0.0026787629293689814,0.02458573336863834
27,adult2,FairSC_normalized,10,,0.3692408859259443,0.0221,-0.00627683944531683,0.037849143812941924,0.0,None,-0.0016672097695225022,0.005662909074055849
28,adult2,FairSC,10,,0.3325041996022404,0.0324,-0.022241039066317983,0.03841777327513718,0.0,None,-0.0029786245976529957,0.004414275174328378
