,Data,Algorithm,min_pts,DCSI,Balance_SEX,Balance_EDUCATION,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,creditcard5,GroundTruth,10,0.0,0.9451163625291336,0.540413430947533,1.0,1.0,0.0,None,-0.04606597603505955,0.009685509240194,
1,creditcard5,GroundTruth_DB,10,0.9101646996860236,0.7624438597446723,0.1995560318432333,-0.04606597603505955,0.009685509240193999,0.1149351309237492,None,1.0,1.0,
2,creditcard5,FairDEN_v1,27,0.08679751029128463,0.9896832426980162,0.8805359710138473,-0.04570286911964287,0.010281356228584913,3.387419125368382e-05,None,0.6670910012579093,0.5592775877229492,2.0
3,creditcard5,FairDEN_v2,27,0.07618942074084602,0.9999294848918717,0.8803477622343363,-0.046031249774466904,0.010452310584150769,3.387419125368382e-05,None,0.6676566682868526,0.560424483349466,2.0
4,creditcard5,FairDEN_v1,27,0.25846120863855915,0.940337042989279,0.7252072310748442,-0.011264124183458332,0.014009892517469156,3.387419125368382e-05,None,0.18044066728170668,0.3259300367769415,5.0
5,creditcard5,FairDEN_v2,27,0.25622954141098336,0.9402140513829386,0.7196371776254399,-0.011505558515029572,0.014000167625305336,3.387419125368382e-05,None,0.18064734487565307,0.32597943130687457,5.0
