,Data,Algorithm,min_pts,DCSI,Balance_race,Balance_gender,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,adult3,GroundTruth,15,1.3685346790179178e-10,0.6758015665142392,0.6551059941756576,1.0,1.0,0.0,None,0.03966430583888163,0.02464407500409346,
1,adult3,GroundTruth_DB,15,0.996710400621547,0.4987187834744072,0.6833066670245618,0.03966430583888163,0.02464407500409346,0.014856504376254423,None,1.0,1.0,
2,adult3,FairDEN_v1,9,0.990829682023644,0.4974859815017898,0.7213876327983424,0.02176669329230975,0.024794674058529923,0.0,None,0.44089409566327864,0.39353265690205796,2.0
3,adult3,FairDEN_v2,9,0.990829682023644,0.4974859815017898,0.7213876327983424,0.02176669329230975,0.024794674058529923,0.0,None,0.44089409566327864,0.39353265690205796,2.0
4,adult3,FairDEN_v1,9,0.990829682023644,0.4974859815017898,0.7213876327983424,0.02176669329230975,0.024794674058529923,0.0,None,0.44089409566327864,0.39353265690205796,2.0
5,adult3,FairDEN_v2,9,0.990829682023644,0.4974859815017898,0.7213876327983424,0.02176669329230975,0.024794674058529923,0.0,None,0.44089409566327864,0.39353265690205796,2.0
