,Data,Algorithm,min_pts,DCSI,Balance_dAge,Balance_iSex,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,census1990,GroundTruth,131,0.8016815169307601,0.0,0.8459740601047114,1.0,1.0,0.26833231769246396,None,1.0,1.0,
1,census1990,GroundTruth_DB,131,0.8016815169307601,0.0,0.8459740601047114,1.0,1.0,0.26833231769246396,None,1.0,1.0,
2,census1990,FairDEN_v1,131,0.1749775767230983,0.5689095607670496,0.7780151873466419,0.448680694366557,0.4739888197805946,0.00020312817387771684,None,0.448680694366557,0.4739888197805946,2.0
3,census1990,FairDEN_v2,131,0.1841211424335107,0.5661314460351845,0.8430560973051177,0.4156155189677881,0.42366059444721155,0.00020312817387771684,None,0.4156155189677881,0.42366059444721155,2.0
4,census1990,FairDEN_v1,131,0.1749775767230983,0.5689095607670496,0.7780151873466419,0.448680694366557,0.4739888197805946,0.00020312817387771684,None,0.448680694366557,0.4739888197805946,2.0
5,census1990,FairDEN_v2,131,0.1841211424335107,0.5661314460351845,0.8430560973051177,0.4156155189677881,0.42366059444721155,0.00020312817387771684,None,0.4156155189677881,0.42366059444721155,2.0
