,Data,Algorithm,min_pts,DCSI,Balance_SEX,Balance_MARRIAGE,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,creditcard6,GroundTruth,10,0.0,0.9454611227473075,0.8986205288362767,1.0,1.0,0.0,None,-0.04605115960529392,0.00954031913974344,
1,creditcard6,GroundTruth_DB,10,0.9340467161818419,0.7530630782222164,0.19955163766243636,-0.04605115960529392,0.00954031913974344,0.11568831692483451,None,1.0,1.0,
2,creditcard6,FairDEN_v1,27,0.09710304416237923,0.9787075740908511,0.8726148558092932,-0.04609669360110681,0.010333930665908854,0.0,None,0.6753580909580538,0.567467750009055,2.0
3,creditcard6,FairDEN_v2,27,0.09710304416237923,0.978066768961306,0.8625731100409249,-0.045905239972134984,0.01023256745849433,0.0,None,0.6754890809984956,0.5675814289192886,2.0
4,creditcard6,FairDEN_v1,27,0.22131755113909649,0.9406110689431848,0.7067376950119713,-0.011727120779834748,0.014088029778591379,0.0,None,0.18143642467697865,0.32698380141646916,5.0
5,creditcard6,FairDEN_v2,27,0.22069901739116082,0.9408377828411456,0.7117047183862565,-0.011819822329794253,0.014103940039510831,0.0,None,0.18146371122856808,0.32697906884409317,5.0
