,Data,Algorithm,min_pts,DCSI,Balance_race,Balance_sex,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,compas2,GroundTruth,10,0.0,0.8122078059568741,0.8057475496199265,1.0,1.0,0.0,None,0.08470300746471485,0.013613770728444358,
1,compas2,GroundTruth_DB,10,0.9608369738647136,0.25217288762573686,0.4784934386873563,0.08470300746471485,0.013613770728444358,0.10819165378670788,None,1.0,1.0,
2,compas2,FairDEN_v1,9,0.4921917726267061,0.5478557052897994,0.6520819192545108,0.06451622525935778,0.017843859028091484,0.0003863987635239567,None,0.8644459689954419,0.6897669691061201,2.0
3,compas2,FairDEN_v2,9,0.4921917726267061,0.5478557052897994,0.6520819192545108,0.06451622525935778,0.017843859028091484,0.0003863987635239567,None,0.8644459689954419,0.6897669691061201,2.0
4,compas2,FairDEN_v1,9,0.6503864380933041,0.3284830690131159,0.4546362359789106,0.035149654821129875,0.013956285964943485,0.0003863987635239567,None,0.7092179153334425,0.8168329211721093,9.0
5,compas2,FairDEN_v2,9,0.6503864380933041,0.3333041727954456,0.45444208107414585,0.03494266531841193,0.013886556463631426,0.0003863987635239567,None,0.7102722273951453,0.8192080504577077,9.0
