,Data,Algorithm,min_pts,DCSI,Balance_EDUCATION,Balance_MARRIAGE,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree
0,creditcard4,GroundTruth,10,0.0,0.5402590180920455,0.894011089902765,1.0,1.0,0.0,None,-0.045959313869488094,0.009638237695808665,
1,creditcard4,GroundTruth_DB,10,0.9101407614610472,0.19955477086052048,0.19955477086052048,-0.045959313869488094,0.009638237695808667,0.11513381334057872,None,1.0,1.0,
2,creditcard4,FairDEN_v1,27,0.07631301570267748,0.8997155941932184,0.9296348125236757,-0.045604808374533644,0.01022549929390129,0.0,None,0.6690854508780136,0.5606696990809313,2.0
3,creditcard4,FairDEN_v2,27,0.07631301570267748,0.8628144673026894,0.9376144019408769,-0.045282133393545844,0.010087455517014444,0.0,None,0.6660705252000717,0.5580803610600678,2.0
4,creditcard4,FairDEN_v1,27,0.25868056867762584,0.7205261469841786,0.7007933864253425,-0.011230806882428434,0.013964151289848915,0.0,None,0.18078503152561198,0.32610448711820866,5.0
5,creditcard4,FairDEN_v2,27,0.22543265065081083,0.7196338917055249,0.695340376214141,-0.011256008028143423,0.014008637699651192,0.0,None,0.1808716219424523,0.32575257153663095,5.0
