,Unnamed: 0,Data,Algorithm,min_pts,DCSI,Balance_SEX,Balance_MARRIAGE,ARI,NMI,Noise,Categorical,ARI_DB,NMI_DB,Degree,Combined Balance
0,0,creditcard6,GroundTruth,10,0.0,0.9454611227473076,0.8986205288362767,1.0,1.0,0.0,,-0.0460511596052939,0.0095403191397434,,0.8066989213337293
1,1,creditcard6,GroundTruth_DB,10,0.934046716181842,0.7530630782222164,0.1995516376624363,-0.0460511596052939,0.0095403191397434,0.1156883169248345,,1.0,1.0,,0.19955163766243636
2,2,creditcard6,FairDEN_v1,27,0.0971030441623792,0.9787075740908512,0.8726148558092932,-0.0460966936011068,0.0103339306659088,0.0,,0.6753580909580538,0.567467750009055,2.0,0.5965827061186861
3,3,creditcard6,FairDEN_v2,27,0.0971030441623792,0.978066768961306,0.8625731100409249,-0.0459052399721349,0.0102325674584943,0.0,,0.6754890809984956,0.5675814289192886,2.0,0.5965162652009182
4,4,creditcard6,FairDEN_v1,27,0.2213175511390964,0.9406110689431848,0.7067376950119713,-0.0117271207798347,0.0140880297785913,0.0,,0.1814364246769786,0.3269838014164691,5.0,0.5965827061186861
5,5,creditcard6,FairDEN_v2,27,0.2206990173911608,0.9408377828411456,0.7117047183862565,-0.0118198223297942,0.0141039400395108,0.0,,0.181463711228568,0.3269790688440931,5.0,0.5965162652009182
